compound_id,molecule_chembl_id,std_smiles,pchembl_value,standard_type,MW,LogP,HBD,HBA,RotBonds,TPSA,NumHeavyAtoms,NetCharge
ACT_022,CHEMBL241920,O=C(Nc1ccc(Cl)cc1)c1cc(Cl)ccc1NC(=O)c1scc(COCC(O)CO)c1Cl,5.62,Ki,529.8290000000003,5.082700000000004,4,6,9,107.89000000000001,33,0
ACT_023,CHEMBL216318,N=C(N)N1CCCCC1.O=S(O)O,6.82,Ki,209.27100000000002,0.04687000000000008,4,2,0,110.64000000000001,13,0
ACT_024,CHEMBL1561555,Cc1ccc2c(c1)CC1(CN2C)C(=O)OC2(CCCCC2)OC1=O,5.38,IC50,329.39600000000013,2.7341200000000008,0,5,0,55.84,24,0
ACT_025,CHEMBL194486,c1ccc(-n2cnnn2)c(Cc2nc3c(NCCC4CCCCN4)nccc3o2)c1,8.77,Ki,404.4780000000002,2.7333999999999996,2,8,7,106.58,30,0
ACT_026,CHEMBL380589,CCCCNc1cc(C)nc2nc(Nc3cc(Cl)ccc3C)nn12,6.0,IC50,344.85,4.350140000000002,2,5,6,67.14,24,0
ACT_027,CHEMBL297536,CC(C)(C)OC(=O)Nc1cccc(-c2ccc(C(=O)N[C@@H](CCCN=C(N)N)B3O[C@@H]4CC5CC(C5(C)C)[C@]4(C)O3)o2)c1,7.52,Ki,593.5340000000003,4.7131000000000025,4,7,9,163.42999999999995,43,0
ACT_028,CHEMBL4112929,C[C@@H]1CCC[C@H](n2cnc(-c3cc(Cl)ccc3-n3cc(Cl)nn3)cc2=O)c2cc(ccn2)-c2c(cnn2C(F)F)NC1=O,5.92,Ki,626.4550000000002,5.799300000000004,1,7,4,125.41,43,0
ACT_029,CHEMBL25484,CCc1nc2cc(OC3CCN(C(C)=N)CC3)ccc2n1C/C=C/c1cccc(N)c1,6.06,Ki,417.55700000000013,4.734670000000003,2,4,6,80.16,31,0
ACT_030,CHEMBL3199030,O=C(CCc1ccc(O)cc1)N/N=C/c1coc2ccccc2c1=O,5.2,IC50,336.3470000000001,2.581500000000001,2,5,5,91.9,25,0
ACT_031,CHEMBL3091527,CCc1c(N2CCCC2=O)cccc1S(=O)(=O)N[C@@H](CNC(=O)c1ccc(Cl)s1)C(=O)N1CCOC[C@@H]1C,7.89,IC50,583.1320000000001,2.4149000000000003,2,7,9,125.12,38,0
ACT_032,CHEMBL1607970,CCOC(=O)C1=C(C)OC(N)=C(C#N)C1c1cc2c(cc1[N+](=O)[O-])OCO2,6.04,IC50,373.32100000000014,1.96828,1,9,4,146.94,27,0
ACT_033,CHEMBL1503739,NC(=O)Cc1nnc(N)s1,5.05,IC50,158.186,-0.8519000000000005,2,5,2,94.89,10,0
ACT_034,CHEMBL295221,CCOc1ccccc1C(=O)N[C@]1(OC)C(=O)N2C(C(=O)OCc3ccc(C(=O)O)cc3)=C(CSc3nnnn3C)CO[C@@H]21,5.44,IC50,624.6320000000001,1.3678,2,12,12,184.29999999999998,44,0
ACT_035,CHEMBL2371465,N=C(N)NCCC[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC=O)NC(=O)CCCCCCNC(=O)C1=O,6.58,Ki,508.5800000000003,-2.4368299999999916,7,7,6,215.67999999999998,36,0
ACT_036,CHEMBL318566,C[N+]1(C)CCc2nc(C(=O)N3CCN(S(=O)(=O)c4ccc5cc(Cl)ccc5c4)CC3)sc2C1,5.5,IC50,506.0730000000003,3.228900000000002,0,5,3,70.58000000000001,33,1
ACT_037,CHEMBL1824554,O=S(=O)(/C=C/c1cccc(C(F)(F)F)c1)Nc1cccc(OCc2cn(Cc3cc4ccccc4s3)nn2)c1,5.71,Ki,570.6180000000002,6.551500000000005,1,6,9,86.11,39,0
ACT_038,CHEMBL3594310,CCS(=O)(=O)c1ccc2cc1CNC(=O)[C@H](Nc1ccc3c(N)nccc3c1)c1ccc(cc1)CCCC(=O)N2,5.24,Ki,557.6760000000003,4.355000000000003,4,7,4,143.28,40,0
ACT_039,CHEMBL1418134,F[B-](F)(F)F.OCCCCC[NH+]=c1cc(-c2ccccc2)oc2ccc(Cl)cc12,5.52,IC50,429.65000000000015,4.197100000000003,2,2,6,47.34,29,0
ACT_040,CHEMBL299792,COC(=N)NS(=O)(=O)c1ccc(OC)cc1,6.56,Ki,244.272,0.5546699999999993,2,5,3,88.48,16,0
ACT_041,CHEMBL5618119,COc1ccc(-c2cc(N)n(C(=O)c3ccc4[nH]cnc4c3)n2)cn1,6.39,Ki,334.339,2.1007,2,6,3,111.71,25,0
ACT_042,CHEMBL109999,Cc1ccc(NS(=O)(=O)Cc2ccc(F)cc2)c(=O)n1CC(=O)NC1CCc2c(sc(=N)n2N)C1,7.66,Ki,520.6120000000003,0.9676900000000004,4,7,7,152.07000000000002,35,0
ACT_043,CHEMBL395373,COc1ccc(-n2nc(Cn3ncnn3)c3c2C(=O)N(c2ccc(-c4ccccc4CN4CC[C@@H](O)C4)cc2)CC3)cc1,6.0,Ki,576.6610000000003,3.3522000000000016,1,8,8,114.42999999999999,43,0
ACT_044,CHEMBL32538,N[C@H]1CC[C@H](CNC(=O)C2C=CCn3c(=O)n(C(CSC4CCCCC4)C(=O)O)c(=O)n32)CC1,7.28,Ki,493.63000000000045,1.2477000000000003,3,6,8,141.35000000000002,34,0
ACT_045,CHEMBL290455,Cc1cc(OCC(F)CON=C(N)N)cc(OS(=O)(=O)c2ccccc2S(C)(=O)=O)c1,6.94,Ki,475.52000000000015,1.08812,2,8,10,160.36999999999998,31,0
ACT_046,CHEMBL5749929,Cc1nc(N)ccc1CNC(=O)[C@H](C)NC(=O)[C@H]1C[C@H](C2(c3ccccc3)CC2)CN1,5.2,Ki,421.54500000000024,1.8030200000000003,4,5,7,109.13999999999999,31,0
ACT_047,CHEMBL570867,Cc1cc2cc(N/C(=N\C(=O)c3ccc(C(=O)N(C)C)nc3)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1,5.64,Ki,587.6810000000005,3.0394200000000016,2,6,6,140.45,43,0
ACT_048,CHEMBL1501618,CC(C)c1ccc(NC(S)=Nc2ccc3c[nH]nc3c2)cc1,5.6,IC50,310.42600000000004,4.715700000000003,3,2,3,53.07,22,0
ACT_049,CHEMBL185330,N=C(N)c1ccc2scc(C3(C(=O)Nc4ccc(-n5cnc6ccccc65)cc4)CC3)c2c1,6.41,Ki,451.5550000000002,5.194570000000003,3,4,5,96.79,33,0
ACT_050,CHEMBL4535907,N=C(N)c1ccc(C2Cc3ccccc3B(O)O2)cc1OCc1ccccc1Cl,5.5,IC50,406.6780000000001,3.204570000000002,3,4,5,88.56000000000002,29,0
