molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,pchembl_value,assay_chembl_id,assay_type,assay_description,document_chembl_id,document_year
CHEMBL153405,CN(CCCc1ccc(Cl)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCNCC2)n1,EC50,180.0,nM,6.75,CHEMBL676810,F,Agonist effect on transcriptional activation in T47D cells expressing estrogen receptor alpha,CHEMBL1135674,2002
CHEMBL152913,CCN(CCCc1ccc(Cl)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCNCC2)n1,Ki,830.0,nM,6.08,CHEMBL682301,B,In vitro binding affinity towards human Estrogen receptor alpha using [3H]17-beta-estradiol as radioligand,CHEMBL1135674,2002
CHEMBL346401,CN1CCN(c2nc(NCCCCc3ccccc3)nc(NCCc3ccc(O)cc3)n2)CC1,Ki,415.0,nM,6.38,CHEMBL682301,B,In vitro binding affinity towards human Estrogen receptor alpha using [3H]17-beta-estradiol as radioligand,CHEMBL1135674,2002
CHEMBL2112892,CN(CCCc1ccc(Cl)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2C[C@@H]3C[C@H]2CN3)n1,Ki,2275.0,nM,5.64,CHEMBL682301,B,In vitro binding affinity towards human Estrogen receptor alpha using [3H]17-beta-estradiol as radioligand,CHEMBL1135674,2002
CHEMBL347063,COc1ccc(C(=O)N2CCN(c3nc(NCCc4ccc(O)cc4)nc(N(C)CCCc4ccc(Cl)cc4)n3)CC2)cc1,Ki,1130.0,nM,5.95,CHEMBL682301,B,In vitro binding affinity towards human Estrogen receptor alpha using [3H]17-beta-estradiol as radioligand,CHEMBL1135674,2002
CHEMBL150721,CCC(=O)CCN1CCN(c2nc(NCCc3ccc(O)cc3)nc(N(C)CCCc3ccc(Cl)cc3)n2)CC1,Ki,250.0,nM,6.6,CHEMBL682301,B,In vitro binding affinity towards human Estrogen receptor alpha using [3H]17-beta-estradiol as radioligand,CHEMBL1135674,2002
CHEMBL356874,CN(CCCc1ccc(Cl)cc1Cl)c1nc(NCCc2ccc(O)cc2)nc(N2CCNCC2)n1,Ki,125.0,nM,6.9,CHEMBL682301,B,In vitro binding affinity towards human Estrogen receptor alpha using [3H]17-beta-estradiol as radioligand,CHEMBL1135674,2002
CHEMBL153765,CN(CCCC1CCCCC1)c1nc(NCCc2ccc(O)cc2)nc(N2CCNCC2)n1,Ki,1420.0,nM,5.85,CHEMBL682301,B,In vitro binding affinity towards human Estrogen receptor alpha using [3H]17-beta-estradiol as radioligand,CHEMBL1135674,2002
CHEMBL150290,CN(CCCc1ccc(Cl)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCN(C(=O)CCc3ccccc3)CC2)n1,Ki,1050.0,nM,5.98,CHEMBL682301,B,In vitro binding affinity towards human Estrogen receptor alpha using [3H]17-beta-estradiol as radioligand,CHEMBL1135674,2002
CHEMBL150279,CN(CCCc1ccc(F)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCNCC2)n1,Ki,380.0,nM,6.42,CHEMBL682301,B,In vitro binding affinity towards human Estrogen receptor alpha using [3H]17-beta-estradiol as radioligand,CHEMBL1135674,2002
CHEMBL150279,CN(CCCc1ccc(F)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCNCC2)n1,IC50,240.0,nM,6.62,CHEMBL679892,B,In vitro inhibition of transcriptional activation induced by 1 nM 17-beta estradiol in T47D cells expressing estrogen receptor alpha,CHEMBL1135674,2002
CHEMBL150279,CN(CCCc1ccc(F)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCNCC2)n1,EC50,200.0,nM,6.7,CHEMBL676810,F,Agonist effect on transcriptional activation in T47D cells expressing estrogen receptor alpha,CHEMBL1135674,2002
CHEMBL155510,CN(CCCc1ccc2c(c1)OCO2)c1nc(NCCc2ccc(O)cc2)nc(N2CCNCC2)n1,Ki,560.0,nM,6.25,CHEMBL682301,B,In vitro binding affinity towards human Estrogen receptor alpha using [3H]17-beta-estradiol as radioligand,CHEMBL1135674,2002
CHEMBL153395,CN(C[C@@H]1C[C@@H]1c1ccccc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCNCC2)n1,Ki,1240.0,nM,5.91,CHEMBL682301,B,In vitro binding affinity towards human Estrogen receptor alpha using [3H]17-beta-estradiol as radioligand,CHEMBL1135674,2002
CHEMBL153395,CN(C[C@@H]1C[C@@H]1c1ccccc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCNCC2)n1,IC50,565.0,nM,6.25,CHEMBL679892,B,In vitro inhibition of transcriptional activation induced by 1 nM 17-beta estradiol in T47D cells expressing estrogen receptor alpha,CHEMBL1135674,2002
CHEMBL153395,CN(C[C@@H]1C[C@@H]1c1ccccc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCNCC2)n1,EC50,500.0,nM,6.3,CHEMBL676810,F,Agonist effect on transcriptional activation in T47D cells expressing estrogen receptor alpha,CHEMBL1135674,2002
