compound_id,molecule_chembl_id,std_smiles,pchembl_value,standard_type,MW,LogP,HBD,HBA,RotBonds,TPSA,NumHeavyAtoms,NetCharge
ACT_089,CHEMBL4592358,CC(C)C/C=N/c1c(C#N)c2n(c1C(=O)Nc1ccc(Br)cc1)CCC2,5.9,IC50,413.31900000000013,5.069180000000004,1,3,5,70.17999999999999,26,0
ACT_090,CHEMBL21156,CC(C)(C)c1nc2c3ccc(F)cc3c3c(=O)[nH]ccc3c2[nH]1,5.48,IC50,309.344,3.994200000000002,2,2,0,61.54,23,0
ACT_091,CHEMBL5639131,Cc1nn2c(-c3ccc(Cl)cc3)ccnc2c1/C(N)=N/O,5.97,IC50,301.737,2.4526199999999996,2,4,2,88.8,21,0
ACT_092,CHEMBL189657,CCn1c(-c2nonc2N)nc2cnccc21,6.77,IC50,230.231,1.0834,1,6,2,95.65,17,0
ACT_093,CHEMBL574738,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,6.35,Kd,529.5670000000001,5.1109000000000036,3,7,8,94.65,38,0
ACT_094,CHEMBL3099750,CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(/C=C/c3ccc(Cl)cc3)ccc2n1,7.0,Ki,529.9800000000001,4.549500000000002,4,5,8,128.62,38,0
ACT_095,CHEMBL1957098,COc1ccc(-c2ocnc2C(=O)NCc2ccncc2)cn1,5.3,IC50,310.313,2.0702,1,6,5,90.14,23,0
ACT_096,CHEMBL460746,O=C(NC(=S)Nc1ccc(O)c(-c2nc3ccccc3s2)c1)c1ccc([N+](=O)[O-])cc1,6.16,IC50,450.50100000000015,4.703900000000003,3,7,4,117.39000000000001,31,0
ACT_097,CHEMBL2006933,CSc1cnc2c(ccc3cnccc32)c1O,6.9,Ki,242.303,3.210500000000001,1,4,1,46.010000000000005,17,0
ACT_098,CHEMBL3298310,CC[C@@H](NC(=O)N1CCc2cnc(N[C@@H](C)CO)nc2C1)c1ccc(Cl)c(Cl)c1,7.92,IC50,438.35900000000015,3.7951000000000024,3,5,6,90.38000000000001,29,0
ACT_099,CHEMBL1975490,NCCCOc1cc2c(c(-c3ccc(Nc4nc5ccccc5o4)cc3)c1)CNC2=O,5.7,Ki,414.46500000000015,4.209400000000002,3,6,7,102.41,31,0
ACT_100,CHEMBL1997349,CC1=NN(c2ccc(Cl)c(Cl)c2)C(=O)C1=Cc1c(C)c(C#N)c2nc3ccccc3n2c1O,5.8,Ki,476.3230000000002,5.486100000000005,1,5,2,93.99,33,0
