molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,pchembl_value,assay_chembl_id,assay_type,assay_description,document_chembl_id,document_year
CHEMBL549570,COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(C(F)(F)F)cc3)c2=O)c1,EC50,1900.0,nM,5.72,CHEMBL1051695,F,Agonist activity at FPRL1 in human neutrophiles by chemotaxis assay,CHEMBL1152449,2009
CHEMBL551589,COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(Br)cc3)c2=O)c1,EC50,3800.0,nM,5.42,CHEMBL1051690,F,Agonist activity at FPRL1 expressed in human HL60 cells assessed as induction of intracellular calcium flux by FLIPR3 calcium assay,CHEMBL1152449,2009
CHEMBL551590,COc1cccc(Cc2cc(C)nn(CCC(=O)Nc3ccc(Br)cc3)c2=O)c1,EC50,5400.0,nM,5.27,CHEMBL1051690,F,Agonist activity at FPRL1 expressed in human HL60 cells assessed as induction of intracellular calcium flux by FLIPR3 calcium assay,CHEMBL1152449,2009
CHEMBL552527,CSCC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@H](CCSC)C(N)=O)C(C)C,EC50,1.0,nM,9.0,CHEMBL1051690,F,Agonist activity at FPRL1 expressed in human HL60 cells assessed as induction of intracellular calcium flux by FLIPR3 calcium assay,CHEMBL1152449,2009
CHEMBL556625,COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(Cl)cc3)c2=O)c1,EC50,4000.0,nM,5.4,CHEMBL1051690,F,Agonist activity at FPRL1 expressed in human HL60 cells assessed as induction of intracellular calcium flux by FLIPR3 calcium assay,CHEMBL1152449,2009
CHEMBL560780,COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(I)cc3)c2=O)c1,EC50,6800.0,nM,5.17,CHEMBL1051690,F,Agonist activity at FPRL1 expressed in human HL60 cells assessed as induction of intracellular calcium flux by FLIPR3 calcium assay,CHEMBL1152449,2009
CHEMBL549570,COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(C(F)(F)F)cc3)c2=O)c1,EC50,8800.0,nM,5.06,CHEMBL1051690,F,Agonist activity at FPRL1 expressed in human HL60 cells assessed as induction of intracellular calcium flux by FLIPR3 calcium assay,CHEMBL1152449,2009
CHEMBL562380,COc1ccc(Cc2cc(C)nn(CC(=O)Nc3ccc(Br)cc3)c2=O)cc1,EC50,2400.0,nM,5.62,CHEMBL1051690,F,Agonist activity at FPRL1 expressed in human HL60 cells assessed as induction of intracellular calcium flux by FLIPR3 calcium assay,CHEMBL1152449,2009
CHEMBL551589,COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(Br)cc3)c2=O)c1,EC50,2100.0,nM,5.68,CHEMBL1051693,F,Agonist activity at FPRL1 in human neutrophiles assessed as induction of intracellular calcium flux by FLIPR3 calcium assay,CHEMBL1152449,2009
CHEMBL551589,COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(Br)cc3)c2=O)c1,EC50,2100.0,nM,5.68,CHEMBL1051695,F,Agonist activity at FPRL1 in human neutrophiles by chemotaxis assay,CHEMBL1152449,2009
CHEMBL564392,COc1cccc(Cc2cc(C)nn(C(C)C(=O)Nc3ccc(Br)cc3)c2=O)c1,EC50,600.0,nM,6.22,CHEMBL1051693,F,Agonist activity at FPRL1 in human neutrophiles assessed as induction of intracellular calcium flux by FLIPR3 calcium assay,CHEMBL1152449,2009
CHEMBL564392,COc1cccc(Cc2cc(C)nn(C(C)C(=O)Nc3ccc(Br)cc3)c2=O)c1,EC50,600.0,nM,6.22,CHEMBL1051695,F,Agonist activity at FPRL1 in human neutrophiles by chemotaxis assay,CHEMBL1152449,2009
CHEMBL556625,COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(Cl)cc3)c2=O)c1,EC50,1600.0,nM,5.8,CHEMBL1051693,F,Agonist activity at FPRL1 in human neutrophiles assessed as induction of intracellular calcium flux by FLIPR3 calcium assay,CHEMBL1152449,2009
CHEMBL556625,COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(Cl)cc3)c2=O)c1,EC50,1600.0,nM,5.8,CHEMBL1051695,F,Agonist activity at FPRL1 in human neutrophiles by chemotaxis assay,CHEMBL1152449,2009
CHEMBL560780,COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(I)cc3)c2=O)c1,EC50,1800.0,nM,5.75,CHEMBL1051693,F,Agonist activity at FPRL1 in human neutrophiles assessed as induction of intracellular calcium flux by FLIPR3 calcium assay,CHEMBL1152449,2009
CHEMBL560780,COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(I)cc3)c2=O)c1,EC50,1800.0,nM,5.75,CHEMBL1051695,F,Agonist activity at FPRL1 in human neutrophiles by chemotaxis assay,CHEMBL1152449,2009
CHEMBL552396,COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(F)cc3)c2=O)c1,EC50,8200.0,nM,5.09,CHEMBL1051693,F,Agonist activity at FPRL1 in human neutrophiles assessed as induction of intracellular calcium flux by FLIPR3 calcium assay,CHEMBL1152449,2009
CHEMBL552396,COc1cccc(Cc2cc(C)nn(CC(=O)Nc3ccc(F)cc3)c2=O)c1,EC50,8200.0,nM,5.09,CHEMBL1051695,F,Agonist activity at FPRL1 in human neutrophiles by chemotaxis assay,CHEMBL1152449,2009
CHEMBL2391449,COc1ccc(Nc2cc(C)nn(CC(=O)Nc3ccc(Br)cc3)c2=O)cc1,EC50,7800.0,nM,5.11,CHEMBL2393757,F,Agonist activity at FPR2 (unknown origin) transfected in human HL60 cells assessed as induction of Ca2+ mobilization,CHEMBL2390925,2013
CHEMBL2391254,COc1cccc(Cc2ccnn(CC(=O)Nc3ccc(Br)cc3)c2=O)c1,EC50,7700.0,nM,5.11,CHEMBL2393757,F,Agonist activity at FPR2 (unknown origin) transfected in human HL60 cells assessed as induction of Ca2+ mobilization,CHEMBL2390925,2013
CHEMBL2391256,COc1cccc(Cc2cc(C(C)C)nn(CC(=O)Nc3ccc(Br)cc3)c2=O)c1,EC50,7200.0,nM,5.14,CHEMBL2393757,F,Agonist activity at FPR2 (unknown origin) transfected in human HL60 cells assessed as induction of Ca2+ mobilization,CHEMBL2390925,2013
CHEMBL2391285,Cc1cc(Cc2ccoc2)c(=O)n(CC(=O)Nc2ccc(Br)cc2)n1,EC50,6300.0,nM,5.2,CHEMBL2393757,F,Agonist activity at FPR2 (unknown origin) transfected in human HL60 cells assessed as induction of Ca2+ mobilization,CHEMBL2390925,2013
CHEMBL2391255,CCc1cc(Cc2cccc(OC)c2)c(=O)n(CC(=O)Nc2ccc(I)cc2)n1,EC50,5500.0,nM,5.26,CHEMBL2393757,F,Agonist activity at FPR2 (unknown origin) transfected in human HL60 cells assessed as induction of Ca2+ mobilization,CHEMBL2390925,2013
CHEMBL2391258,COc1cccc(Cc2cc(-c3ccccc3)nn(CC(=O)Nc3ccc(Br)cc3)c2=O)c1,EC50,4300.0,nM,5.37,CHEMBL2393757,F,Agonist activity at FPR2 (unknown origin) transfected in human HL60 cells assessed as induction of Ca2+ mobilization,CHEMBL2390925,2013
CHEMBL2391450,COc1cccc(C(=O)Nc2cc(C)nn(CC(=O)Nc3ccc(Br)cc3)c2=O)c1,EC50,2800.0,nM,5.55,CHEMBL2393757,F,Agonist activity at FPR2 (unknown origin) transfected in human HL60 cells assessed as induction of Ca2+ mobilization,CHEMBL2390925,2013
CHEMBL2391439,Cc1cc(Cc2cccnc2)c(=O)n(CC(=O)Nc2ccc(Br)cc2)n1,EC50,2800.0,nM,5.55,CHEMBL2393757,F,Agonist activity at FPR2 (unknown origin) transfected in human HL60 cells assessed as induction of Ca2+ mobilization,CHEMBL2390925,2013
CHEMBL2391447,COc1ccc(Nc2c(C(C)=O)c(C)nn(CC(=O)Nc3ccc(Br)cc3)c2=O)cc1,EC50,1700.0,nM,5.77,CHEMBL2393757,F,Agonist activity at FPR2 (unknown origin) transfected in human HL60 cells assessed as induction of Ca2+ mobilization,CHEMBL2390925,2013
CHEMBL2391446,COc1cccc(C(=O)c2cc(C)nn(CC(=O)Nc3ccc(Br)cc3)c2=O)c1,EC50,1000.0,nM,6.0,CHEMBL2393757,F,Agonist activity at FPR2 (unknown origin) transfected in human HL60 cells assessed as induction of Ca2+ mobilization,CHEMBL2390925,2013
CHEMBL2408793,CC(C)C[C@H](NC(=O)Nc1ccc(Br)cc1)C(=O)NC(C)(C)C(=O)O,EC50,1.0,nM,9.0,CHEMBL2410780,F,Modulation of FPRL1 (unknown origin) expressed in CHO-Ga16 cells assessed as induction of calcium activity by FLIPR assay,CHEMBL2406903,2013
CHEMBL2408792,CC(C)C[C@H](NC(=O)Nc1ccc(C(F)(F)F)cc1)C(=O)NC(C)(C)C(=O)O,EC50,2.3,nM,8.64,CHEMBL2410780,F,Modulation of FPRL1 (unknown origin) expressed in CHO-Ga16 cells assessed as induction of calcium activity by FLIPR assay,CHEMBL2406903,2013
CHEMBL3407845,CC(C)C[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CO)C(=O)O,EC50,7500.0,nM,5.12,CHEMBL3411162,F,Induction of calcium release in human FPR2 receptor-expressed HEK cell by cytosolic-free calcium assay,CHEMBL3407365,2015
CHEMBL3588871,COc1ccc(NC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NCC2(c3ccc(OC)cn3)CCCCC2)cc1,EC50,64.0,nM,7.19,CHEMBL3592683,F,Agonist activity at FPR2 in human PMN assessed as stimulation of Ca2+ influx measured every 5 secs for 240 secs by FLIPR assay in absence of probenecid,CHEMBL3588779,2015
CHEMBL3589946,COc1ccc(NC(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)NCC2(c3ccc(OC)cn3)CCCCC2)cc1,EC50,920.0,nM,6.04,CHEMBL3592683,F,Agonist activity at FPR2 in human PMN assessed as stimulation of Ca2+ influx measured every 5 secs for 240 secs by FLIPR assay in absence of probenecid,CHEMBL3588779,2015
CHEMBL3590071,COc1ccc(NC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NCC2(c3cccnc3)CCCCC2)cc1,EC50,1800.0,nM,5.75,CHEMBL3592683,F,Agonist activity at FPR2 in human PMN assessed as stimulation of Ca2+ influx measured every 5 secs for 240 secs by FLIPR assay in absence of probenecid,CHEMBL3588779,2015
CHEMBL3590073,COc1ccc(NC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NCC2(c3ccccn3)CCCCC2)cc1,EC50,1800.0,nM,5.75,CHEMBL3592683,F,Agonist activity at FPR2 in human PMN assessed as stimulation of Ca2+ influx measured every 5 secs for 240 secs by FLIPR assay in absence of probenecid,CHEMBL3588779,2015
CHEMBL3590074,COc1ccc(NC(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)NCC2(c3ccccn3)CCCCC2)cc1,EC50,620.0,nM,6.21,CHEMBL3592683,F,Agonist activity at FPR2 in human PMN assessed as stimulation of Ca2+ influx measured every 5 secs for 240 secs by FLIPR assay in absence of probenecid,CHEMBL3588779,2015
CHEMBL3588871,COc1ccc(NC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NCC2(c3ccc(OC)cn3)CCCCC2)cc1,EC50,96.0,nM,7.02,CHEMBL3592680,F,Agonist activity at human FPR2 transfected in human HL60 cells assessed as stimulation of Ca2+ influx measured every 5 secs for 240 secs by FLIPR assay,CHEMBL3588779,2015
CHEMBL3589946,COc1ccc(NC(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)NCC2(c3ccc(OC)cn3)CCCCC2)cc1,EC50,230.0,nM,6.64,CHEMBL3592680,F,Agonist activity at human FPR2 transfected in human HL60 cells assessed as stimulation of Ca2+ influx measured every 5 secs for 240 secs by FLIPR assay,CHEMBL3588779,2015
CHEMBL3589947,COc1ccc(NC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NCC2(c3ccnc(F)c3)CCCCC2)cc1,EC50,1600.0,nM,5.8,CHEMBL3592680,F,Agonist activity at human FPR2 transfected in human HL60 cells assessed as stimulation of Ca2+ influx measured every 5 secs for 240 secs by FLIPR assay,CHEMBL3588779,2015
CHEMBL3590070,COc1ccc(NC(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)NCC2(c3ccccc3)CCCCC2)cc1,EC50,260.0,nM,6.58,CHEMBL3592680,F,Agonist activity at human FPR2 transfected in human HL60 cells assessed as stimulation of Ca2+ influx measured every 5 secs for 240 secs by FLIPR assay,CHEMBL3588779,2015
CHEMBL3590071,COc1ccc(NC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NCC2(c3cccnc3)CCCCC2)cc1,EC50,730.0,nM,6.14,CHEMBL3592680,F,Agonist activity at human FPR2 transfected in human HL60 cells assessed as stimulation of Ca2+ influx measured every 5 secs for 240 secs by FLIPR assay,CHEMBL3588779,2015
